poll_id,pollster,numeric_grade,pollscore,methodology,transparency_score,state,end_date,sample_size,cycle,office_type,election_date,party,candidate_name,pct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87274,Torchlight Strategies,,,IVR/Live Phone/Text-to-Web,2.0,Montana,6/26/24,649,2024,U.S. Senate,11/5/24,REP,Tim Sheehy,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87274,Torchlight Strategies,,,IVR/Live Phone/Text-to-Web,2.0,Montana,6/26/24,649,2024,U.S. Senate,11/5/24,GRE,Michael Downey,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87274,Torchlight Strategies,,,IVR/Live Phone/Text-to-Web,2.0,Montana,6/26/24,649,2024,U.S. Senate,11/5/24,LIB,Sid Daoud,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87277,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,6/26/24,600,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87277,EPIC/MRA,1.9,-0.7,Live Phone,3.0,Michigan,6/26/24,600,2024,U.S. Senate,11/5/24,REP,Mike Rogers,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87281,1892 Polling,1.3,0.1,,1.0,New Mexico,6/24/24,600,2024,U.S. Senate,11/5/24,DEM,Martin Heinrich,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87281,1892 Polling,1.3,0.1,,1.0,New Mexico,6/24/24,600,2024,U.S. Senate,11/5/24,REP,Nella Louise Domenici,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87222,PPP,1.4,0.0,IVR/Text,4.0,Maryland,6/20/24,635,2024,U.S. Senate,11/5/24,DEM,Angela Alsobrooks,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87222,PPP,1.4,0.0,IVR/Text,4.0,Maryland,6/20/24,635,2024,U.S. Senate,11/5/24,REP,Larry Hogan,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87222,PPP,1.4,0.0,IVR/Text,4.0,Maryland,6/20/24,635,2024,U.S. Senate,11/5/24,GRE,Nancy Wallace,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87222,PPP,1.4,0.0,IVR/Text,4.0,Maryland,6/20/24,635,2024,U.S. Senate,11/5/24,LIB,Mike Scott,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87222,PPP,1.4,0.0,IVR/Text,4.0,Maryland,6/20/24,635,2024,U.S. Senate,11/5/24,IND,Emmanuel O. Osuchukwu,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87222,PPP,1.4,0.0,IVR/Text,4.0,Maryland,6/20/24,635,2024,U.S. Senate,11/5/24,DEM,Angela Alsobrooks,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87222,PPP,1.4,0.0,IVR/Text,4.0,Maryland,6/20/24,635,2024,U.S. Senate,11/5/24,REP,Larry Hogan,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87219,North Star Opinion Research,1.1,0.3,Live Phone,3.0,Arizona,6/20/24,600,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87219,North Star Opinion Research,1.1,0.3,Live Phone,3.0,Arizona,6/20/24,600,2024,U.S. Senate,11/5/24,REP,Kari Lake,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87219,North Star Opinion Research,1.1,0.3,Live Phone,3.0,Arizona,6/20/24,600,2024,U.S. Senate,11/5/24,GRE,Eduardo Quintana,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87248,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,6/20/24,871,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87248,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,6/20/24,871,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87248,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,6/20/24,784,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87248,Marquette Law School,3.0,-1.1,Live Phone/Email,10.0,Wisconsin,6/20/24,784,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87251,University of Texas at Tyler,1.8,0.1,Live Phone/Online Panel,8.5,Texas,6/20/24,1144,2024,U.S. Senate,11/5/24,DEM,Colin Allred,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87251,University of Texas at Tyler,1.8,0.1,Live Phone/Online Panel,8.5,Texas,6/20/24,1144,2024,U.S. Senate,11/5/24,REP,Ted Cruz,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87251,University of Texas at Tyler,1.8,0.1,Live Phone/Online Panel,8.5,Texas,6/20/24,1144,2024,U.S. Senate,11/5/24,LIB,Ted Brown,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87251,University of Texas at Tyler,1.8,0.1,Live Phone/Online Panel,8.5,Texas,6/20/24,931,2024,U.S. Senate,11/5/24,DEM,Colin Allred,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87251,University of Texas at Tyler,1.8,0.1,Live Phone/Online Panel,8.5,Texas,6/20/24,931,2024,U.S. Senate,11/5/24,REP,Ted Cruz,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87251,University of Texas at Tyler,1.8,0.1,Live Phone/Online Panel,8.5,Texas,6/20/24,931,2024,U.S. Senate,11/5/24,LIB,Ted Brown,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87216,Emerson,2.9,-1.1,IVR/Online Panel,7.0,Missouri,6/19/24,1000,2024,U.S. Senate,11/5/24,DEM,Lucas Kunce,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87216,Emerson,2.9,-1.1,IVR/Online Panel,7.0,Missouri,6/19/24,1000,2024,U.S. Senate,11/5/24,REP,Josh Hawley,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87268,Public Opinion Strategies,1.6,0.3,,3.0,North Dakota,6/19/24,500,2024,U.S. Senate,11/5/24,DEM,Katrina Christiansen,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87268,Public Opinion Strategies,1.6,0.3,,3.0,North Dakota,6/19/24,500,2024,U.S. Senate,11/5/24,REP,Kevin Cramer,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87295,Bullfinch,,,,4.0,Pennsylvania,6/19/24,800,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87295,Bullfinch,,,,4.0,Pennsylvania,6/19/24,800,2024,U.S. Senate,11/5/24,REP,Dave McCormick,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87207,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,6/18/24,1000,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,45.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87207,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Arizona,6/18/24,1000,2024,U.S. Senate,11/5/24,REP,Kari Lake,40.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87208,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,6/18/24,1000,2024,U.S. Senate,11/5/24,DEM,Jacky S. Rosen,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87208,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Nevada,6/18/24,1000,2024,U.S. Senate,11/5/24,REP,Sam Brown,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87209,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,6/18/24,1000,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87209,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Michigan,6/18/24,1000,2024,U.S. Senate,11/5/24,REP,Mike Rogers,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87210,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Minnesota,6/18/24,1000,2024,U.S. Senate,11/5/24,DEM,Amy Klobuchar,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87210,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Minnesota,6/18/24,1000,2024,U.S. Senate,11/5/24,REP,Royce White,36.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87211,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,6/18/24,1000,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,47.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87211,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Pennsylvania,6/18/24,1000,2024,U.S. Senate,11/5/24,REP,Dave McCormick,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87212,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,6/18/24,1000,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87212,Emerson,2.9,-1.1,IVR/Online Panel/Text-to-Web,7.0,Wisconsin,6/18/24,1000,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,43.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87238,Fabrizio/Impact,1.7,-0.3,Live Phone/Text-to-Web,2.0,Nevada,6/18/24,600,2024,U.S. Senate,11/5/24,DEM,Jacky S. Rosen,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87238,Fabrizio/Impact,1.7,-0.3,Live Phone/Text-to-Web,2.0,Nevada,6/18/24,600,2024,U.S. Senate,11/5/24,REP,Sam Brown,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87198,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,6/16/24,626,2024,U.S. Senate,11/5/24,DEM,Amy Klobuchar,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87198,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,6/16/24,626,2024,U.S. Senate,11/5/24,REP,Joe Fraser,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87198,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,6/16/24,626,2024,U.S. Senate,11/5/24,DEM,Amy Klobuchar,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87198,SurveyUSA,2.8,-1.3,Online Panel,8.0,Minnesota,6/16/24,626,2024,U.S. Senate,11/5/24,REP,Royce White,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87195,PPP,1.4,0.0,IVR/Text,4.0,New Mexico,6/14/24,555,2024,U.S. Senate,11/5/24,DEM,Martin Heinrich,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87195,PPP,1.4,0.0,IVR/Text,4.0,New Mexico,6/14/24,555,2024,U.S. Senate,11/5/24,REP,Nella Louise Domenici,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87214,Public Opinion Strategies,1.6,0.3,Live Phone,3.0,Montana,6/13/24,500,2024,U.S. Senate,11/5/24,DEM,Jon Tester,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87214,Public Opinion Strategies,1.6,0.3,Live Phone,3.0,Montana,6/13/24,500,2024,U.S. Senate,11/5/24,REP,Tim Sheehy,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87214,Public Opinion Strategies,1.6,0.3,Live Phone,3.0,Montana,6/13/24,500,2024,U.S. Senate,11/5/24,GRE,Michael Downey,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87214,Public Opinion Strategies,1.6,0.3,Live Phone,3.0,Montana,6/13/24,500,2024,U.S. Senate,11/5/24,LIB,Sid Daoud,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87153,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Florida,6/9/24,883,2024,U.S. Senate,11/5/24,DEM,Debbie Mucarsel-Powell,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87153,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Florida,6/9/24,883,2024,U.S. Senate,11/5/24,REP,Rick Scott,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87153,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Florida,6/9/24,771,2024,U.S. Senate,11/5/24,DEM,Debbie Mucarsel-Powell,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87153,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Florida,6/9/24,771,2024,U.S. Senate,11/5/24,REP,Rick Scott,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87147,The Tyson Group,1.1,0.1,Live Phone/Text-to-Web,3.5,Florida,6/9/24,1050,2024,U.S. Senate,11/5/24,DEM,Debbie Mucarsel-Powell,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87147,The Tyson Group,1.1,0.1,Live Phone/Text-to-Web,3.5,Florida,6/9/24,1050,2024,U.S. Senate,11/5/24,REP,Rick Scott,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87203,YouGov,3.0,-1.1,Online Panel,9.0,Texas,6/9/24,1200,2024,U.S. Senate,11/5/24,DEM,Colin Allred,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87203,YouGov,3.0,-1.1,Online Panel,9.0,Texas,6/9/24,1200,2024,U.S. Senate,11/5/24,REP,Ted Cruz,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87145,Marist,2.9,-0.9,Live Phone/Online Panel/Text,7.0,Ohio,6/6/24,1137,2024,U.S. Senate,11/5/24,DEM,Sherrod Brown,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87145,Marist,2.9,-0.9,Live Phone/Online Panel/Text,7.0,Ohio,6/6/24,1137,2024,U.S. Senate,11/5/24,REP,Bernie Moreno,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87152,Marist,2.9,-0.9,Live Phone/Online Panel/Text,7.0,Pennsylvania,6/6/24,1181,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87152,Marist,2.9,-0.9,Live Phone/Online Panel/Text,7.0,Pennsylvania,6/6/24,1181,2024,U.S. Senate,11/5/24,REP,Dave McCormick,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87243,Fabrizio,1.7,-0.1,Live Phone/Text-to-Web,6.0,Montana,6/5/24,500,2024,U.S. Senate,11/5/24,DEM,Jon Tester,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87243,Fabrizio,1.7,-0.1,Live Phone/Text-to-Web,6.0,Montana,6/5/24,500,2024,U.S. Senate,11/5/24,REP,Tim Sheehy,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87243,Fabrizio,1.7,-0.1,Live Phone/Text-to-Web,6.0,Montana,6/5/24,500,2024,U.S. Senate,11/5/24,LIB,Sid Daoud,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87243,Fabrizio,1.7,-0.1,Live Phone/Text-to-Web,6.0,Montana,6/5/24,500,2024,U.S. Senate,11/5/24,DEM,Jon Tester,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87243,Fabrizio,1.7,-0.1,Live Phone/Text-to-Web,6.0,Montana,6/5/24,500,2024,U.S. Senate,11/5/24,REP,Tim Sheehy,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88334,Global Strategy Group,1.8,-0.5,Live Phone/Text-to-Web,1.0,Nebraska,6/5/24,600,2024,U.S. Senate,11/5/24,REP,Deb Fischer,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88334,Global Strategy Group,1.8,-0.5,Live Phone/Text-to-Web,1.0,Nebraska,6/5/24,600,2024,U.S. Senate,11/5/24,IND,Dan Osborn,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87120,Kaplan Strategies,2.0,-0.9,Online Panel/Text-to-Web,4.5,West Virginia,6/4/24,464,2024,U.S. Senate,11/5/24,DEM,Glenn Elliott,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87120,Kaplan Strategies,2.0,-0.9,Online Panel/Text-to-Web,4.5,West Virginia,6/4/24,464,2024,U.S. Senate,11/5/24,REP,Jim Justice,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87160,Fabrizio/Impact,1.7,-0.3,Live Phone,2.0,Arizona,6/4/24,600,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87160,Fabrizio/Impact,1.7,-0.3,Live Phone,2.0,Arizona,6/4/24,600,2024,U.S. Senate,11/5/24,REP,Kari Lake,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87110,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,6/3/24,710,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87110,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,6/3/24,710,2024,U.S. Senate,11/5/24,REP,Mike Rogers,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87167,PPIC,2.5,-0.4,Probability Panel,10.0,California,6/2/24,1098,2024,U.S. Senate,11/5/24,DEM,Adam B. Schiff,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87167,PPIC,2.5,-0.4,Probability Panel,10.0,California,6/2/24,1098,2024,U.S. Senate,11/5/24,REP,Steve Garvey,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87097,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Michigan,5/31/24,722,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87097,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Michigan,5/31/24,722,2024,U.S. Senate,11/5/24,REP,Mike Rogers,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87097,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Michigan,5/31/24,636,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87097,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Michigan,5/31/24,636,2024,U.S. Senate,11/5/24,REP,Mike Rogers,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87098,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Pennsylvania,5/31/24,1008,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87098,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Pennsylvania,5/31/24,1008,2024,U.S. Senate,11/5/24,REP,Dave McCormick,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87098,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Pennsylvania,5/31/24,923,2024,U.S. Senate,11/5/24,DEM,Robert P. Casey Jr.,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87098,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Pennsylvania,5/31/24,923,2024,U.S. Senate,11/5/24,REP,Dave McCormick,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87099,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Wisconsin,5/31/24,338,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87099,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Wisconsin,5/31/24,338,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87099,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Wisconsin,5/31/24,290,2024,U.S. Senate,11/5/24,DEM,Tammy Baldwin,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87099,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Wisconsin,5/31/24,290,2024,U.S. Senate,11/5/24,REP,Eric D. Hovde,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87105,UMass Amherst/YouGov,2.4,-0.4,Online Panel,9.0,Massachusetts,5/30/24,700,2024,U.S. Senate,11/5/24,DEM,Elizabeth Ann Warren,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87105,UMass Amherst/YouGov,2.4,-0.4,Online Panel,9.0,Massachusetts,5/30/24,700,2024,U.S. Senate,11/5/24,REP,Robert Antonellis,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87105,UMass Amherst/YouGov,2.4,-0.4,Online Panel,9.0,Massachusetts,5/30/24,700,2024,U.S. Senate,11/5/24,DEM,Elizabeth Ann Warren,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87105,UMass Amherst/YouGov,2.4,-0.4,Online Panel,9.0,Massachusetts,5/30/24,700,2024,U.S. Senate,11/5/24,REP,Ian C. Cain,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87105,UMass Amherst/YouGov,2.4,-0.4,Online Panel,9.0,Massachusetts,5/30/24,700,2024,U.S. Senate,11/5/24,DEM,Elizabeth Ann Warren,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87105,UMass Amherst/YouGov,2.4,-0.4,Online Panel,9.0,Massachusetts,5/30/24,700,2024,U.S. Senate,11/5/24,REP,John Deaton,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87105,UMass Amherst/YouGov,2.4,-0.4,Online Panel,9.0,Massachusetts,5/30/24,700,2024,U.S. Senate,11/5/24,DEM,Elizabeth Ann Warren,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87105,UMass Amherst/YouGov,2.4,-0.4,Online Panel,9.0,Massachusetts,5/30/24,700,2024,U.S. Senate,11/5/24,REP,Aaron L. Packard,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87108,National Public Affairs,,,IVR/Live Phone/Text-to-Web,2.0,Ohio,5/29/24,405,2024,U.S. Senate,11/5/24,DEM,Sherrod Brown,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87108,National Public Affairs,,,IVR/Live Phone/Text-to-Web,2.0,Ohio,5/29/24,405,2024,U.S. Senate,11/5/24,REP,Bernie Moreno,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87034,The Tyson Group,1.1,0.1,Online Panel,3.5,Nevada,5/25/24,601,2024,U.S. Senate,11/5/24,DEM,Jacky S. Rosen,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87034,The Tyson Group,1.1,0.1,Online Panel,3.5,Nevada,5/25/24,601,2024,U.S. Senate,11/5/24,REP,Sam Brown,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87034,The Tyson Group,1.1,0.1,Online Panel,3.5,Nevada,5/25/24,601,2024,U.S. Senate,11/5/24,LIB,Chris Cunningham,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87048,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,5/21/24,697,2024,U.S. Senate,11/5/24,DEM,Elissa Slotkin,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87048,Mitchell,2.4,-0.2,Text-to-Web,6.0,Michigan,5/21/24,697,2024,U.S. Senate,11/5/24,REP,Mike Rogers,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87026,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Arizona,5/21/24,609,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87026,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Arizona,5/21/24,609,2024,U.S. Senate,11/5/24,REP,Kari Lake,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87026,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Arizona,5/21/24,501,2024,U.S. Senate,11/5/24,DEM,Ruben Gallego,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87026,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Arizona,5/21/24,501,2024,U.S. Senate,11/5/24,REP,Kari Lake,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87027,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Nevada,5/21/24,522,2024,U.S. Senate,11/5/24,DEM,Jacky S. Rosen,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87027,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Nevada,5/21/24,522,2024,U.S. Senate,11/5/24,REP,Sam Brown,35.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87027,Florida Atlantic University/Mainstreet Research,,,IVR/Online Panel,6.0,Nevada,5/21/24,494,2024,U.S. Senate,11/5/24,DEM,Jacky S. Rosen,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
